num,question,answer,filename,
9,"下列何人為悍衛中醫學理論，針對余雲岫所著《靈素商兌》之內容加以批駁？
(A)汪企張 (B)惲鐵樵 (C)俞樾 (D)朱沛文",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
10,"依《難經》對五俞穴的五行屬性定義，下列敘述何者錯誤？
(A)肺經井穴屬木 (B)胃經合穴屬土 (C)腎經俞穴屬土 (D)三焦經經穴屬木",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
11,"五臟對應五行之藏象中，有關「五味所入－五液－五主」的配對何者錯誤？
(A)心：苦－汗－脈 (B)肝：酸－淚－筋 (C)肺：辛－痰－毛 (D)腎：鹹－唾－骨",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
12,"有關「人之陰陽」的分別，下列敘述何者錯誤？
(A)人身之陰陽，背為陽，腹為陰 (B)人身臟腑中之陰陽，腑者為陽，臟者為陰
(C)陰中之陽，肺也 (D)陰中之陰，腎也
代號：2105
頁次：6－2",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
13,"有關五行的基本規律，下列何者錯誤？
(A)相生 (B)相剋 (C)制化 (D)相感",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
14,"依《素問．四氣調神大論》所記載，若違逆那一季節的養生之道，則會產生太陽不長的病理變化？
(A)秋 (B)春 (C)夏 (D)冬",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
15,"若身體產生心氣內洞與肺氣焦滿的症狀時，依《素問．四氣調神大論》所記載，是違逆那些季節養
生之道？
(A)夏、秋 (B)春、秋 (C)冬、夏 (D)夏、春",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
16,"據《素問．四氣調神大論》，冬天的日夜生活作息應當遵循下列何者？
(A)早臥晚起 (B)早臥早起 (C)夜臥晚起 (D)夜臥早起",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
17,"據《素問．四氣調神大論》，應於四季養生，再加上虛者補其母的原理，所以腎陰虛患者最適合於
何季節進補？
(A)春 (B)夏 (C)秋 (D)冬",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
18,"《素問．舉痛論》指出百病生於氣，而情志會影響氣的走向，下列何情志會讓氣消？
(A)喜 (B)怒 (C)悲 (D)恐",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
19,"據《素問．上古天真論》，女性幾歲的時候天癸至，而能有子？
(A)14 (B)15 (C)16 (D)17",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
22,"依據《素問．五運行大論》，下列敘述何者錯誤？
(A)怒傷肝 (B)喜傷肺 (C)恐傷腎 (D)思傷脾",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
23,"《難經》中利用五行生克來推斷病情，下列何者病情最嚴重？
(A)邪從後來（虛邪） (B)邪從前方來（實邪）
(C)邪從所勝來（微邪） (D)邪從所不勝來（賊邪）",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
24,"據《素問．五藏生成論》對藏象之論述，諸脈者皆屬於下列何者？
(A)目 (B)肺 (C)節 (D)腦",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
25,"血是由下列何者為基礎？①營氣 ②津液 ③腎精 ④原氣
(A)①② (B)①③ (C)②④ (D)③④",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
26,"依據《本草綱目》辛夷條下的敘述，被稱為「元神之府」的是下列何者？
(A)膽 (B)心 (C)心包 (D)腦",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
27,"依據《素問．宣明五氣論》的敘述，「淚」為何臟所化之液？
(A)腎 (B)心 (C)肺 (D)肝
代號：2105
頁次：6－3",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
28,"依據《難經．三十一難》的敘述，部位在胃上口，其治在膻中的是下列何者？
(A)上焦 (B)中焦 (C)下焦 (D)氣街",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
29,"就中醫藏象理論，下列何者不是脾的生理功能？
(A)脾主受納 (B)脾主肌肉 (C)其華在唇 (D)脾主四肢",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
30,"宜靜因目痛就醫，在診治時發現眼中有赤絡，其方向由目外眥往內側延伸，則宜靜最可能有下列何
種病證？
(A)太陽病 (B)陽明病 (C)少陽病 (D)太陰病",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
31,"由對於下列那項觀察較無法分析心主血脈的生理功能是否正常？
(A)面色 (B)舌色 (C)心胸部的症狀 (D)指甲的形態",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
32,"依《靈樞．本藏》的記載，「所以化水穀而行津液」的是下列何者？
(A)五臟 (B)六腑 (C)七情 (D)八風",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
33,"下列關於營衛的生成和運行的敘述，何者錯誤？
(A)其清者為榮，濁者為衛
(B)榮行脈中，衛行脈外
(C)足少陰腎經是十二經脈循環運行的起點與終點
(D)於一晝夜中，在人體循環運行五十次",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
34,"衛氣是藉下列何種載體而發揮肥腠理、司開合的生理功能？
(A)精血 (B)營血 (C)腎精 (D)津液",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
35,"依《素問．經脈別論》之記載，飲入於人體後會依序經過那些臟腑？
(A)胃→脾→肺→膀胱 (B)脾→胃→大腸→膀胱
(C)脾→心→肺→大腸 (D)胃→小腸→心→肺",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
36,"下列中醫解剖名詞，何者是現代醫學解剖所稱之「腓腸肌」（gastrocnemius）？
(A)腨 (B)膕 (C)腱 (D)腡",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
37,"關於「乙癸同源」的敘述，下列何者錯誤？
(A)就是指「肝腎同源」 (B)肝陽的來源是腎陽
(C)肝所藏之血為腎血 (D)肝陰與腎陰互相資生，互相影響",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
38,"某 35 歲男性患者，2 年多來左上門牙處及牙齦出血，血色鮮紅，牙齦腫痛，口渴喜冷飲，易饑餓，
大便秘結。舌紅苔黃，脈弦滑數，以經絡理論分析，宜治以何經？
(A)足陽明經 (B)手陽明經 (C)手少陽經 (D)足少陽經",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
39,"某45歲患者，腹瀉已一年，近三月腹部脹滿及重墜感，飲食不振，倦怠，舌淡紅苔薄白，脈細。以
經絡理論分析，以下列何經治療最合適？
(A)衝脈 (B)任脈 (C)督脈 (D)帶脈",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
40,"依據《靈樞．經脈》，別絡有十五條，十二經脈各有一條別絡，其餘三條不包括下列何者？
(A)任脈之別 (B)督脈之別 (C)脾之大絡 (D)胃之大絡",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
41,"根據《素問．診要經終論》記載，「面黑齒長而垢，腹脹閉」是下列那一經的經氣終竭見症？
(A)陽明 (B)少陰 (C)太陰 (D)厥陰",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
42,"某患者於臀部上方股溝處長一顆疔瘡，根據《素問．皮部論》經脈皮部之分部原理，是那一條經絡
所屬？
(A)足太陽膀胱經 (B)足少陽膽經 (C)足陽明胃經 (D)足少陰腎經",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
43,"王先生敘述膝蓋痛，循膺乳、氣街、股、伏兔、骭外廉、足跗上都痛，應考慮是那一條經絡之疾病？
(A)脾經 (B)胃經 (C)膽經 (D)腎經",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
44,"婦人經、帶、胎、產與奇經八脈有密切的關係。與婦人月經有關的經脈是下列何者？
(A)任脈、督脈 (B)任脈、衝脈 (C)衝脈、帶脈 (D)衝脈、督脈
代號：2105
頁次：6－4",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
45,"依據《素問．骨空論》的描述，足太陽膀胱經和足少陰腎經與奇經八脈中之何者循行重疊？
(A)督脈 (B)任脈 (C)衝脈 (D)帶脈",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
46,"根據《難經》，下列何者為任脈之病症？
(A)逆氣而裏急 (B)七疝 (C)心痛 (D)悵然失志",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
47,"臨床上眩暈、耳鳴等耳朵的問題要配合循行經過的經脈來處理，下列經脈何者入耳中？
(A)手陽明大腸經 (B)足陽明胃經 (C)手太陽小腸經 (D)足太陽膀胱經",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
48,"根據《靈樞．脈度》的記載，經絡由臟腑至體表的連繫，順序為下列何者？
(A)經→絡→孫絡 (B)經→孫絡→絡 (C)絡→經→孫絡 (D)孫絡→絡→經",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
49,"由於精虧血少，陰液大傷，因而產生虛熱，虛火內生，為下列何種病機？
(A)陽氣過盛化火 (B)陰虛火旺 (C)五志過極化火 (D)邪鬱化火",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
50,"有關瘀血致病的特點，下列敘述何者錯誤？
(A)瘀阻胃腸則胃痞悶喜按 (B)在體表形成瘀腫
(C)在體表形成腫瘍 (D)產生疼痛症狀",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
51,"某男性患者平常在家養尊處優，從上高中起便常常玩線上遊戲到清晨才就寢。當兵期間，其服役單
位需參加雙十國慶的升旗及閱兵典禮；國慶當天約上午 11 點，他開始感到眼前一片黑矇，聽不清楚排
長發出的口令，不一會兒後便昏倒失去意識。根據《素問．生氣通天論》，下列敘述何者最不恰當？
(A)昏倒的病因病機近似於《黃帝內經》中所提到的「煎厥」
(B)平常的舌象可能為紅絳舌
(C)平常的脈象可能為遲脈
(D)平常可能很容易感到口渴",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
52,"風邪致病常見頭痛、汗出之症，與風邪的那個特性最有關？
(A)風為百病之長 (B)風性善行而數變
(C)風性開泄，易襲陽位 (D)風性走竄，傷津耗氣",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
53,"《金匱要略》中提到水飲病患者面熱如醉，其病機是因為何臟腑之熱上衝所致？
(A)肺熱 (B)胃熱 (C)肝熱 (D)三焦熱",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
54,"關於心理情志變化對於人體氣血運行的影響，下列何者正確？
(A)受驚嚇時會造成氣亂 (B)生氣時會造成氣結
(C)恐懼時會造成氣消 (D)悲傷時會造成氣緩",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
55,"下列有關七情致病特點的敘述，正確的有幾項？①直接傷及內臟 ②直接影響血行 ③情志波動常
導致病情加劇 ④在一定條件下，其病機可轉化為與病邪的特性相反
(A)1 (B)2 (C)3 (D)4",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
56,"《素問．舉痛論》中對於寒氣客於脈外的病機描述為何？
(A)脈寒則縮，外引小絡，故卒然而痛，得熱則痛止
(B)與炅氣相薄則脈滿，滿則痛不可按
(C)深按不能及，故按之無益
(D)陰氣竭，陽氣未入，故卒然痛死不知人",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
57,"《黃帝內經》中關於邪氣留連與其體質交互而成的疾病描述，下列何者錯誤？
(A)秋傷於濕，冬生痎瘧 (B)冬不藏精，春必病溫
(C)冬傷於寒，春必病溫 (D)春傷於風，夏生飧泄",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
58,"據《素問．五藏生成篇》所論藏象理論，多食酸，會有下列那種病症？
(A)脈凝泣而變色 (B)肉胝而唇揭 (C)筋急而爪枯 (D)骨痛而髮落
代號：2105
頁次：6－5",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
59,"《素問．風論》所載諸風，為何種病因所致？
(A)皆指外風 (B)有外風，亦有內風
(C)總由內傷血氣所致 (D)外感風邪、痰飲壅滯與陰虛陽亢三者",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
60,"一夥同學考完試後至啤酒屋吃晚餐慶祝，大雄因擔心自己無法順利通過考試，藉酒澆愁一杯接一杯
地喝。當聚餐結束，胖虎發現大雄嘴巴周圍的膚色顯得青白。請問大雄體內何者臟腑的氣機運行出
現了較明顯的障礙？
(A)心、肝 (B)肺、脾 (C)肺、肝 (D)肝、脾",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
61,"關於「痙症」之病因病機論述，下列何者錯誤？
(A)《黃帝內經》：「諸痙項強，皆屬於濕」
(B)病因有因寒、因風而成剛痙、柔痙者
(C)痙症的病位在五體之「肉」
(D)痙症之起，因亡血陰虛而起",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
62,"關於「癰疽」的病程敘述，下列何者正確？
(A)寒邪客於經絡→血停→衛氣滯→化熱→腐肉→藏傷→爛筋→傷骨→髓消
(B)濕邪客於經絡→衛氣滯→化熱→腐肉→爛筋→傷骨→髓消→藏傷
(C)寒邪客於經絡→血停→衛氣滯→化熱→腐肉→爛筋→傷骨→髓消→藏傷
(D)濕邪客於經絡→衛氣滯→化熱→腐肉→藏傷→爛筋→傷骨→髓消",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
63,"有關《素問．咳論》中「聚於胃，關於肺」之病機，下列敘述何者錯誤？
(A)可解釋病患久咳不癒，出現痰多涕唾而面浮腫氣逆
(B)痰飲困聚脾胃，上漬於肺
(C)五藏六府皆令人咳，其所重在肺胃
(D)可解釋病患久咳不癒，木火刑金之燥咳",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
64,"依《素問．痹論》，下列關於痹證之病機敘述何者錯誤？
(A)痛者，濕氣多也 (B)其寒者，陽氣少，陰氣多
(C)其熱者，陽氣多，陰氣少 (D)不仁者，病久入深，榮衛之行澀",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
65,"65 歲女性患者，每逢冬天則全身上下左右皆游走性酸痛，無止無息，坐立難安。有關其病歷之相關
敘述，下列何者正確？
(A)痛從上下者先刺其下以過之後再刺其上
(B)此名周痹
(C)針刺其發作疼痛之部位，雖暫時不痛，仍需針之
(D)此病在血脈之中，隨脈上下，不能左右",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
