num,question,answer,filename
5,"手太陽小腸經主下列何者所生病？
(A)脈 (B)津液 (C)液 (D)氣",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
6,"有關《靈樞．經脈》手厥陰心包經病候的敘述，下列何者錯誤？
(A)手心熱，臂肘攣急 (B)頸腫
(C)心中憺憺大動 (D)面赤，目黃，喜笑不休",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
7,"有關奇經八脈的敘述，下列何者錯誤？
(A)任脈有專屬的腧穴 (B)督脈有專屬的腧穴
(C)衝脈有專屬的腧穴 (D)帶脈無專屬的腧穴",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
8,"十二經脈循行，何者符合「循脛骨後，交出厥陰之前」之敘述？
(A)胃經 (B)腎經 (C)脾經 (D)膽經",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
9,"依《靈樞．經脈》，有關經絡循行，下列敘述共幾項錯誤？①心經：下膈，歷絡三焦 ②大腸經：下缺
盆，布膻中，散絡心包 ③肺經：還循胃口，上膈屬肺 ④胃經：下膈，屬胃，絡脾
(A)1 (B)2 (C)3 (D)4",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
10,"有關十二經脈的循行，手三陽與足三陽六經當中，唯一沒有通過缺盆為下列那一條經脈？
(A)手陽明大腸經 (B)手太陽小腸經 (C)足陽明胃經 (D)足太陽膀胱經",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
11,"八脈交會穴的八個穴位中，有幾個穴位同時亦是絡穴？
(A)1 (B)2 (C)3 (D)4",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
12,"手少陰心經與下列何條經絡的穴位總數目是相同？
(A)肺經 (B)肝經 (C)心包經 (D)小腸經",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
13,"下列那些穴位位於背部？①風門 ②金門 ③肓門 ④雲門 ⑤期門 ⑥液門
(A)①②③ (B)④⑤⑥ (C)②④ (D)①③",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
14,"有關經絡起止穴的敘述，下列何者錯誤？
(A)小腸經的起穴為少澤 (B)心經的起穴為少衝
(C)胃經的起穴為承泣 (D)脾經的起穴為隱白
代號：4102
頁次：6－2",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
15,"下列穴位何者不是位於背部？
(A)厥陰俞 (B)肓俞 (C)膈俞 (D)關元俞",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
16,"肓俞這個穴位是屬於下列何條經絡？
(A)肝 (B)心 (C)脾 (D)腎",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
17,"下列與小腸經後谿穴相關之敘述，何者錯誤？
(A)八會穴之一通督脈 (B)小腸經俞穴
(C)位於小指側掌橫紋尖端 (D)治療落枕、背腰痛",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
18,"小腸經分布在項肩部位之穴位有幾個？①天牖 ②天容 ③臑會 ④顴髎 ⑤天髎 ⑥肩貞
(A)2 (B)3 (C)4 (D)5",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
19,"有關「少海穴」的敘述，下列共幾項正確？①心經的合穴 ②取穴時手肘略曲，手掌向上 ③主治頭
痛目眩、癲癇發作 ④配合谷、內庭，治牙痛 ⑤配手三里，治婦女帶下
(A)2 (B)3 (C)4 (D)5",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
20,"有關手厥陰心包經「天泉穴」的敘述，下列何者錯誤？
(A)滎穴 (B)主治咳逆
(C)從腋窩中，往肱內直下量兩寸 (D)上接天池穴",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
21,"下列可用於治療咽喉腫痛的穴位有幾個？①少商 ②少府 ③關衝 ④中渚
(A)1 (B)2 (C)3 (D)4",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
22,"有關手太陰肺經五腧穴之敘述，下列何者錯誤？
(A)井穴，少商 (B)滎穴，魚際 (C)俞穴，太淵 (D)經穴，尺澤",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
23,"頸項部酸痛，可按壓局部穴道，下列那一個穴道不位於頸項部？
(A)天宗 (B)天容 (C)天鼎 (D)天窗",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
24,"少商穴屬於下列那一條經脈？
(A)手陽明 (B)手太陽 (C)手太陰 (D)手少陰",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
25,"下列何穴道位於舟狀骨突起下緣？
(A)然谷 (B)公孫 (C)照海 (D)水泉",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
26,"患者有巔頂頭痛，少腹腫痛，踝痛脛酸，胸脅滿痛等問題，若治療以五俞穴所主之作用，且其穴為針
灸麻醉常用穴之一，會以下列那一穴道為首選？
(A)大敦 (B)行間 (C)太衝 (D)蠡溝",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
28,"下列共幾項是屬於足陽明胃經的穴位？①承漿 ②四白 ③曲骨 ④缺盆 ⑤上關 ⑥下關
(A)3 (B)4 (C)5 (D)6",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
29,"足少陰絡別走少陽，與膀胱經之京骨穴常搭配為治療穴組，為下列那個穴道？
(A)水泉 (B)照海 (C)交信 (D)大鍾",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
30,"有關各經脈的絡穴配對，下列何者錯誤？
(A)足少陽膽經—光明 (B)足太陰脾經—太白
(C)手太陽小腸經—支正 (D)足陽明胃經—豐隆",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
31,"患者腰膝痠軟，陽痿遺精，牙齦腫，五更瀉，失眠，耳鳴， 脈細數等問題，治療以下列那個穴道為首選？
(A)築賓 (B)湧泉 (C)太谿 (D)照海
代號：4102
頁次：6－3",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
32,"《針灸大成》提到：主淋，小便不通，遺溺，鼠谿腫痛。穴位位於縫匠肌、股內側肌、薄股肌之間，
可治療陰囊濕癢的是下列那一個穴位？
(A)箕門 (B)曲泉 (C)血海 (D)陰谷",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
33,"一患者，左膝關節疼痛，痛不可觸，局部紅腫灼熱，苔黃燥，脈滑數，若取陽陵泉為主穴，下列何者
最不適當？
(A)左側陽陵泉隔薑灸，灸十壯 (B)針刺右側陽陵泉，得氣後針尖斜上朝膝陽關
(C)以十赫茲電針刺激左側陰陵泉及陽陵泉 (D)左側陽陵泉以三稜針點刺放血",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
34,"有關豐隆穴的敘述中，下列選項何者正確？①豐隆穴為脾經的絡穴，絡於足陽明胃經 ②豐隆意思是
指天上的閃電 ③《針灸甲乙經》：厥頭痛，面浮腫，煩心、狂見鬼善笑不休，發於外有所大喜喉痺
不能言 ④取穴時，正坐垂足，取犢鼻下八寸即膝至踝的中點 ⑤豐隆穴為十三鬼穴之一 ⑥豐隆穴
所居之處，因肌肉豐滿而隆起，故得此穴名 ⑦配內關、神門、風池，治頭痛、頭暈、失眠 ⑧豐隆
長於化痰平喘，可治療哮喘、慢性咽炎、肺氣腫
(A)①③⑤⑥ (B)②③⑥⑧ (C)③⑥⑦⑧ (D)④⑥⑦⑧",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
35,"有關陷谷穴的敘述，下列何者錯誤？
(A)本穴位在第一、二趾骨聯合部的前方，有凹陷如山谷狀，故名
(B)可治面目浮腫、足背腫痛
(C)《針灸甲乙經》：水中留飲，胸脅支滿
(D)配天樞、大腸俞、大白、公孫，治腹痛",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
36,"有關太陽穴之敘述，下列何者正確？
(A)太陽穴屬膽經 (B)太陽穴距離絲竹空與角孫約等距離
(C)太陽穴可治療牙痛 (D)太陽穴可處理久咳",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
37,"有關經外奇穴之敘述，下列何者錯誤？
(A)翳風後一寸，有穴名翳明 (B)翳風與翳明之間有安眠穴
(C)興奮穴即百會穴旁五分 (D)定喘穴在大椎穴旁",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
38,"有關督脈穴位，下列何者正確？
(A)腦戶即囟門 (B)風府瘂門相距一寸半
(C)腦戶與後頂之間穴位為百會 (D)針刺瘂門可致啞",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
39,"有關經外奇穴與新穴穴位之敘述，下列何者正確？
(A)脅堂，極泉直下，腋下三肋骨間陷中
(B)肓募，以乳頭斜度至臍中，乃屈去其半，從乳下量至盡處是穴
(C)頸臂，鎖骨內三分之二或外三分之一交界處直上一寸
(D)胃脘下俞，第九胸椎棘突下旁開一寸半",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
40,"分層進針法中的極深刺之，作用是要下列那一種氣能出來？
(A)邪氣 (B)血氣 (C)陰氣 (D)榖氣",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
41,"內經九針中，下列何者長一寸六分，頭大末銳，主瀉陽氣？
(A)圓針 (B)鋒針 (C)鑱針 (D)圓利針",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
42,"下列何種手法可止痛散風？
(A)彈法 (B)攝法 (C)努法 (D)刮法",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
43,"直刺左右盡筋上，以取筋痺是下列何種手法？
(A)毛刺 (B)經刺 (C)分刺 (D)關刺
代號：4102
頁次：6－4",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
44,"有關灸操作補瀉法之敘述，下列何者錯誤？
(A)《針灸大成》：「氣盛則瀉之，虛則補之，陰陽俱虛，火自當之。」灸法亦同，但灸法偏重於瀉實
(B)《內經》：針所不為，灸之所宜
(C)氣虛陷下，或經絡痼痺等證，都適合用灸法來治療
(D)朱丹溪：灸法有補瀉火，若補火，艾滅至肉，若瀉火，不要至肉，便掃除之，用口吹之，風主散故也",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
45,"針灸治療時需注意事項，下列敘述有幾項正確？①新生兒應迴避囟會穴 ②患者採取躺臥位較不易出
現暈針 ③進針前必須以酒精消毒 ④孕婦肩膀酸痛不建議選用肩井穴治療 ⑤治療膏肓痛時要注
意局部穴位不可深刺 ⑥為了病人安全針具使用不應回收重複使用
(A)3 (B)4 (C)5 (D)6",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
46,"下列何種方法偵測穴位安全深度較精確？
(A)利用解剖偵測針刺後大體的穴位深度 (B)利用電腦斷層攝影偵測針刺後大體的穴位深度
(C)利用X光偵測針刺後活體的穴位深度 (D)利用電腦斷層攝影偵測針刺後活體的穴位深度",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
47,"有關各種拔罐療法，下列敘述共幾項正確？①水罐法省時間而且不易燙傷，現仍常被採用 ②閃罐法
常用於局部肌膚麻痺或疼痛的患者 ③走罐法選用較大的罐子，罐口須平滑，並塗油 ④走罐法適用
於面積較大、肌肉豐厚的部位 ⑤藥罐法因藥物吸收的劑量不易確定，現已少用 ⑥濕杯術可使用於
虛弱的患者
(A)3 (B)4 (C)5 (D)6",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
48,"依《資生經》所云，有關灸火的順序，下列何者不適當？
(A)先陽後陰 (B)從頭向左而漸下 (C)從頭向右而漸下 (D)先右後左",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
49,"有關刮痧療法步驟的敘述，下列共幾項正確？①小兒和年老者，應選擇輕柔的手法 ②一般要求將刮拭
範圍拉長 ③順著一個方向刮拭，自下而上、自外而內 ④治療結束後注意保暖，避免直接迎風著涼
(A)1 (B)2 (C)3 (D)4",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
50,"有關拔火罐吸拔時間的敘述，下列共幾項正確？①吸拔時間，一般是5至10分鐘 ②治療麻痺症的時
間宜長 ③對於病情較嚴重的人，時間應略長些 ④額、面等處則可拔10分鐘 ⑤氣候寒冷時，拔罐
時間應縮短
(A)2 (B)3 (C)4 (D)5",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
51,"下列何者為散刺、叩刺拔罐法的重刺激？
(A)皮膚紅暈為度 (B)皮膚表面塵粒樣出血為度
(C)皮膚表面芝麻點狀出血為度 (D)留罐時間大於20分鐘",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
52,"有關梗塞性腦中風之敘述，下列何者錯誤？
(A)梗塞性腦中風分為腦血栓和腦栓塞 (B)腦栓塞之發病原因大多由動脈硬化、高血壓所造成
(C)腦栓塞大多由於腦內血管本身的病變所造成 (D)腦血栓的臨床症狀屬於漸進式",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
53,"腓骨神經麻痺，足尖遲緩下垂，不能外展，足趾不能向足背側屈曲，導致跛行，除針環跳、足三里、
委陽、足上廉外，依《針灸科學》臨床可加針下列何穴？
(A)丘墟、照海 (B)陽陵泉、陰陵泉 (C)太衝、三陰交 (D)解谿、崑崙",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
54,"溫針灸法適用於風寒型頭痛，下列何穴位較不建議選用？
(A)湧泉 (B)合谷 (C)肺俞 (D)風池",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
55,"有關顏面神經麻痺的敘述，下列何者錯誤？
(A)貝爾氏麻痺是屬於中樞型顏面神經麻痺
(B)末梢型顏面神經麻痺是莖乳突孔內急性非化膿性顏面神經炎所引起
(C)自顏面神經核至大腦中樞途徑中的任何病變都會造成中樞性的顏面神經麻痺
(D)當顏面神經麻痺恢復不完全，可能出現癱瘓的肌肉發生痙攣",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
56,"王太太週日搭公車出門，頭靠在車窗睡了一覺，醒後發現靠窗側臉部麻木，口角下垂，經中醫師四診
後，脈象浮緊，舌淡苔白，王太太最可能屬於下列何種證型之顏面神經麻痺？
(A)風痰阻絡 (B)風熱襲絡 (C)風寒阻絡 (D)肝氣鬱結
代號：4102
頁次：6－5",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
57,"癲狂病，若有精神恍惚，飢飽不和，如醉如癡，憂鬱善疑，屬癲。依《針灸科學》先刺下列何穴？
(A)大椎 (B)心俞 (C)水溝 (D)神門",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
58,"有關下針次序的敘述，下列何者正確？
(A)先針主要經穴，後針次要經穴 (B)先針有病經穴，後針無病經穴
(C)先針劇痛經穴，後針不甚痛經穴 (D)先針距病灶近之經穴，後針離病灶遠之經穴",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
59,"醫師在為患者實施「動氣療法」治療其落枕，其方義解析及操作步驟，下列敘述何者錯誤？
(A)後谿為八脈八法穴，通陽維
(B)取髓會懸鍾，配後谿，共收調氣活血之效
(C)治療時先刺懸鍾、後谿兩穴，令患者適度活動頸部
(D)項痛有顯著好轉後，再針風池、肩井、肩貞等穴",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
60,"外邪侵襲經絡，氣血閉阻不能暢行而生痹證，依其病變部位循經取穴下列何者錯誤？
(A)踝部：申脈、照海、崑崙 (B)肘部：曲池、尺澤、天井
(C)背脊：水溝、命門、腰陽關 (D)膝部：委中、居髎、懸鍾",D,109-中醫臨床醫學（四）（包括針灸科學）.csv
61,"58歲退休公務員陳先生，居家臥室在地下室，環境潮濕，常常腰部重痛痠麻或拘急不可俯仰，病痛遷
延日久時輕時重，若值陰雨風冷發作尤劇，下列敘述何者錯誤？
(A)此病案辨證為腎虛，腰肌勞損過度 (B)治療以腎俞、腰陽關、委中、承山為主
(C)隨證可另取命門、陰陵泉以溫灸療法 (D)此慢性腰痛由氣血阻滯而生",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
62,"10歲廖小弟，假日跟家人去觀光漁市用餐後即於頸部及前胸部出現大小不等的侷限性風疹塊，疹塊色
紅，灼熱劇癢，伴隨咽喉不適，舌質紅，脈浮數，有關此病案之敘述，下列何者錯誤？
(A)此為急性蕁麻疹發作，中醫又稱「癮疹」
(B)辨證為氣血兩虛，針刺脾俞、氣海、足三里為主
(C)取穴風池、風門、曲池、風市、膈俞、血海以達疏風解表、清熱涼血
(D)須密切觀察是否出現胸悶、呼吸困難，以防喉頭黏膜水腫會窒息危及生命",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
